human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.9010416666666666,0.434375,0.893125,0.9104166666666667,0.9272916666666666,0.5954166666666667,0.791875,0.9970833333333333,0.9383333333333334,0.7414583333333333,0.8783333333333333
