human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.7091666666666666,0.434375,0.7645833333333333,0.8775,0.8802083333333334,0.9220833333333334,0.791875,0.9885416666666667,0.9097916666666667,0.7695833333333333,0.9047916666666667
