human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.91875,0.434375,0.92875,0.9716666666666667,0.9760416666666667,0.4270833333333333,0.8885416666666667,0.9991666666666666,0.9497916666666667,0.8358333333333333,0.9777083333333333
