human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded
0.8021,0.5674,0.8289,0.9393,0.9398,0.4577,0.9127,0.9996,0.9962
0.8021,0.5674,0.8326,0.9416,0.942,0.4624,0.9173,0.9996,0.9969
0.8021,0.5674,0.8305,0.9393,0.9397,0.46,0.9215,0.9996,0.9963
0.8021,0.5674,0.8254,0.9315,0.932,0.4557,0.917,0.9995,0.9956
0.8021,0.5674,0.8309,0.9414,0.9419,0.4617,0.915,0.9995,0.997
0.8021,0.5674,0.8259,0.933,0.9335,0.4586,0.919,0.9995,0.9964
0.8021,0.5674,0.8309,0.9393,0.9398,0.4615,0.9191,0.9997,0.9968
0.8021,0.5674,0.8162,0.9365,0.9369,0.4628,0.9186,0.9997,0.9964
0.8021,0.5674,0.8294,0.9394,0.9399,0.4581,0.9166,0.9997,0.9958
0.8021,0.5674,0.8284,0.9363,0.9368,0.46,0.9169,0.9997,0.9966
