0,1,2,3
0,1,2,3,4
0,1,2,3,4
0,1,2,3,4
1,2,3
0,1,3,4,7
1,2,4,5
0,1,5
0,1,2,4,5,7
0,1,2,3,7
0,1,2,3,5,7
0,1,2,4,5
0,2,7
0,1,2,3,4,5,7
0,2,4,5,7
0,1,4,5
0,1,2,3,5
0,1,2,3
0,1,2,3,7
0,3,4
0,1
0,1,2,3,4
0,1,2,3,4,5
0,1,3,4,5,7
0,1,2,3,7
0,2,3,4,5
0,1,2,3,4
0,1,3,5
0,1,2,4,5
1,2,3,7
0,1,3
0,1,3,4
0,1,2,3,5
0,2,3,4,7
0,1,2,3,4,7
0,1,2,4
0,1,5,7
0,1,4,7
0,1,4,7
0,1,2,4,7
0,1,2,4,7
0,1,2,3,4,5,7
0,1,2,3,4,7
0,1,2,3
0,1,2,4
0,1,2,3,4,7
0,3,4,5
0,1,2,3,5
0,1,2,3
0,1,2,3,4,7
0,1,2,4
0,1,3,4,5,7
0,1,2,4,5
0,1,2,3,4,7
0,4,7,10,11
0,1,2,3,4,7
0,2,3,5,7
0,1,2,3
0,1,3,4
0,1,2,3,5
0,1,2,4,5
0,1,2,3,4,5
0,1,2,3,5
0,1,3,4,5
0,1,3,4
0,1,2,3,4
0,2,3
1,2,3,4,5,7
0,1,2,3,5,7
0,1,3,4,7
0,3
1,2,5,7
0,1,2
1,2,4
0,1,2,3,4,5
0,1,4,5,7
0,2,3
0,1,2,3,4
1,2,3,4,7
1,2,3,5
0,1,2,3
0,2,5
0,2,7
0,1,2,3,4,5,7
0,1,2,3,5,7
0,1,4,7
0,1,2,3,4,5
0,1,2,5,7
0,1,3,7
0,1,2,4,10,12
0,4
0,1,2,4,7
0,1,3,5
0,2,3,4,5
0,1,2,3,4,5,7
0,2,3,4,5
0,1,4,7
0,1,2,4,5,7
0,1,2
1,2,3,4,5,7
0,1,2,3,4,5
0,1,2,3,4,5,7
0,1,2,3,4,7
0,1,3,4,7
0,1,2
0,1,2,3,4,5,7
0,1,3,5,7
1,2,3,5,7
1,2,3
0,1,2,3,4,5,7
0,1,4,7,10
1,2,4
0,1,2,3,4,5,7
0,1,7
0,1,2,3,5
0,1,2,3,4,7
0,1,2,3,4,5
0,3,5
0,2,3,7
0,1,2,3,5,7
0,1,2,3,4,5,7
0,4,11,12
1,2,4,5
0,1,2,3,4,7
0,1,2,4,5
0,1,2,3,4,5,7
0,1,2,3
0,1,4,5
0,1,2,3
0,1,3,5
0,1,2,4,5
1,2,3,4,7
0,1,2,3,4,5
0,1,2,3,4,5,7
1,2,4,7
0,1,4,5,7
0,1,2,3
0,1,3,5,7
0,1,2,3,5
0,1,2,3,7
0,1,2,3,4,5,7
0,1,2,3,4,7
0,2,3,5
0,1,2,3,4,5
0,2,3
0,1,2,3,4,7
0,1,3,5
1,2,4
0,1,2
0,1,3,4,5,7
0,2,4,7
0,3,7
0,1,2,3,5,7
0,1,2,3,4,5,7
0,1,5
0,2,4,5
0,1,3,4
0,1,3,4
0,1,2,7
0,2,3,5
0,1,2,3,4,5,7
0,1,2,3,5
0,1,3,4,5,7
0,2,3,4,5
0,1,3
0,1,3,5,7
0,1,3,7
0,1,3,4,7
0,1,3,5
0,1,3,5,7
0,1,2,3,4,5,7
0,1,2,4,5
0,2,3,5,7
0,1,3,4,5
0,1,2,3
0,1,2,3
1,2,4,7
1,2,3,4,5
0,2,3,5
0,1,2,3,5,7
0,1,2,3
0,2,10,11,12
0,3,4,5
0,1,2,3,5,7
1,2,4,7,11
0,1,2,3,4,5
0,1,2
0,2,3,4,5,7
0,1,2,5
0,1,2,3,4,5
0,1,2,3,5
0,1,3,4,5,7
0,1,2,3,7
0,1,4,5
0,1,2,3,4,5
0,1,2,4,5
0,1,2,5,7
0,2,3,5,7
0,1,3
0,1,7
0,1,2,3,4,7
0,2,3,7
0,1,2,7,10
0,1,2,4,5,7
0,1,2,4
0,3,5
0,1,2,3,4
0,2,3
1,4,5
0,1,5
0,1,3
0,1,2,3,4,7
0,1,3,5
0,1,2,3,4,5
0,1,3,4,5,7
0,1,2,4
1,2,4,5
0,1,2,3,5
0,1,2,3,4,5
0,1,4,7,10
0,1
0,2,7
0,1,2,3,4,5,7
0,1,7
0,1,3
0,1,2,4,5,7
0,1,2,4
0,1,2,5
0,1
1,2,4,7
0,2,3
0,1,3,4,5
0,1,2,4,5
0,2,3
0,1,2,3,4,7
0,1,2,5
0,1,2,3,5
1,2,4,5,7
1,2,5
0,1,2,4
0,1,2,4,5
0,1,2,4
0,1,2,4,5,7
0,1,2,3,4,5
1,2,3,5,7
0,1,2,3,4
0,1,2,3
0,1,2,3,4
0,1,3,5,7
0,1,2,3,4
0,1,3,4,5
0,1,2,4,7
0,1,2,4
1,2,3,5
0,1,3,4
0,1,2,4,5
1,2,3
0,1,2,3,5,7
0,1,2,3,4,5
0,1,2,3
0,1,2,7,10,12
1,2,3
0,2,4,7
0,1,2,3,4,5,7
0,3,5,7
0,1,2,4
0,1,2,3,4
1,2,3,5
0,2,7
0,1,2,4,5,7
0,1,2,4,7
0,1,2,3,4,5,7
0,2,3,4,7
0,2,3,4
0,1,2,3,5,7
0,3,5
0,1,3,4
0,2,3,5,7
0,1,2,3,7
0,1,2,3
0,1,2,5,7
1,2,3,4,5
0,1,2,3,4,5
0,1,2,3
0,1,2,3,5,7
1,2,3,4
0,1,2,3,4,5,7
0,1,3,5,7
0,5
1,3,4,7
0,1,2,3,4,5,7
0,2,3,4,5
0,1,2,4
0,1,2,3
0,1,5,7
0,2,3
0,2,3,7
0,1,2,3
0,1,2,4
0,1,2,3,7
0,1
0,1,3
0,1,3,5,7
0,1,2,3,5,7
0,1,2,3,5
0,1,2,4
0,1,2,3
0,1,2,5,7
0,1,2,3,4
0,1,3,4,5,7
0,2,4,7
1,2,3
0,1,4,11,12
0,1,2
0,1,2,3
0,1,2,4,7,10
0,1,2,3,4
0,1,2,4,5
0,1,2,3,5,7
0,1,5,7
0,4
0,2,3,4,5,7
0,1,2,3,4,7
0,1,3,4,5,7
0,1,2,3,5,7
0,2,3,5
0,1,2,4,7
0,1,3,4,5
0,1,2,3,4
0,1,3,4,7
0,1,2,3,4,5,7
0,1,3,4
0,1,2,3,4,5,7
0,1,2,3,4,5,7
0,1,2,3,4
0,1,2,3
0,2,5,7
0,1,3,4,5,7
0,1,4,7
0,1,2,3,4
0,1,2,3,4,7
0,1,2,3,4,7
0,1,3,5,7
0,1,3,5,7
0,1,2,3,4,5,7
0,1,2,3,4,7
0,1,2,3,5,7
0,1,3,4,7
1,2,3,4,5,7
1,2,3,5
0,1,2,4,5,7
0,3,7
0,1,2,4,11,12
0,1,2,3,5
0,1,2,5
0,1,2,3
0,1,2,3,4
0,1,2,3,4
0,1,2,3,4
0,1,2,3,4,5,7
0,1,2,3,5,7
0,1,2,3,7
0,1,2,4,7
0,1,2,3,5,7
1,2,4,5,7
0,1,2,3,5
0,1,5,7
0,1,2,5
0,1,2,3
0,1,2,3,4,5
0,1,4
0,1,5
0,2,3,7
0,1,2,3,7
0,1,2,3,7
0,1,2,3,4
0,1,2,3,4,7
0,1,2,3,7
0,1,2,4,5,7
0,1,2,3,5,7
0,1,2,5,7
0,1,3
0,1,2,4,5
0,1,4,7
0,1,2,3,4,5
0,1,2,3
0,1,3,7
0,1,2,3,4,7
1,2,3,4,5,7
0,1,3,4
0,1,2,5
0,1,2,3,5
0,1,2,3,5,7
0,1,2,3,7
0,1,2,3,4,5
1,2,3,4,7
0,1,3,4
0,1,2,4
0,1,2,3
0,2,5,7
0,1,2,3,5,7
0,2,4,5
0,1,2,3,4,7
0,1,2,3,7
0,1,2,3,4,5
1,2,3,4,5
0,1,3,4,7
1,3,7
0,1,2,4,7
0,1,3,4
1,2,4
0,1,2,3,4,7
0,2,11
0,1,2,3,4
0,1,2,4
0,2,3
1,2,3,4
0,1,2,3,4
0,1,3,4,5
0,4,10,11,12
0,3,4,5
0,1,2,3,4,5,7
0,1,2,4,5,7
0,1,2,4
0,1,2,3,4,5
0,2,3,5,7
0,1,2,5
0,2,3
0,1,5,7
0,1,3,4
0,1,2,5,7
0,1,2,3,5,7
1,2,3
0,1,5
1,2,3,4,5
0,2,5,7
1,2,3,5
0,2,7
0,1,2,3,4,7
0,2,5,7
0,2
0,1,2,4,5,7
0,1,2,4,7
0,1,3,5,7
0,1,3,4,5
0,1,2,3,5
0,2,7
0,1,2,3,4,7
0,2,3,4,7
0,1,2,3,7
0,1,2,3,5
0,2,5
0,1,4
0,2,3,7
0,1,3,4
0,2,3,4,5
0,1,3,4
0,1,2,5,7
0,1,2,3,4,7
0,1,2,4,10
0,1,3,4,5,7
0,2,3,4,7
0,1,2,3,5
0,1,2,5
0,1,2,3,7
0,1,7
0,1,2,3,4,5
0,1,2,4,5
0,1,2,3,5
0,1,2,4,7
0,1,2,3
0,1,2,4
0,1,2,3
0,1,2,5,7
0,1,4,5,7
