human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.8553,0.7379,0.9208,0.9782,0.9809,0.2827,0.9232,0.9999,0.9874,0.9195,0.9842
