human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.9203,0.7379,0.9437,0.9676,0.9708,0.5332,0.914,0.9994,0.9769,0.8709,0.9503
