human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.9429,0.7379,0.964,0.9888,0.9901,0.155,0.8779,0.9999,0.9892,0.9201,0.9907
