human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.8984,0.7379,0.9392,0.9425,0.9575,0.7836,0.8612,0.9936,0.9384,0.8528,0.9307
