human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.9217608844772627,0.7743211072105879,0.9217608844772627,0.8908526005729734,0.9096154622120002,0.9062260420449502,0.8411814550296575,0.9996368478392447,0.7780736795383932,0.8050679901545414,0.9019892668361377
