human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.8931929144978412,0.7743211072105879,0.8931929144978412,0.8665214058023645,0.8853246176814752,0.9202679255941573,0.8435217689545252,0.9879352782149053,0.8931929144978412,0.8629705846749788,0.9117136746963644
