human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.8581689061049913,0.7743211072105879,0.8582092563450753,0.9061453415647823,0.942985110761409,0.9701811725779769,0.8998910543517734,0.9997982487995803,0.954242827744825,0.8448936771173788,0.9425009078804019
