human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.9397167413146108,0.7743211072105879,0.9397167413146108,0.9382237824315055,0.9671549045716822,0.964451438486059,0.9244643505628859,1.0,0.9691320663357947,0.8689827704474842,0.9619093733607715
