human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.7041520397046362,0.7743211072105879,0.7776701771375539,0.8386797401444539,0.8283097284428842,0.8818544970342573,0.8147116975346004,0.98757212605415,0.80813460840092,0.8064802485574789,0.8789089295081306
