human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.7052,0.5674,0.7688,0.856,0.8633,0.9293,0.8176,0.9741,0.8915,0.8143,0.9184
