human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.8984,0.5674,0.8758,0.8778,0.8888,0.7955,0.8239,0.994,0.9145,0.7741,0.8963
