human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.943125,0.434375,0.910625,0.9466666666666667,0.9470833333333334,0.08166666666666667,0.6025,1.0,0.9977083333333333,0.7785416666666667,0.725625
