human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded
0.8026,0.5674,0.8323,0.8319,0.8319,0.968,0.9064,0.5672,0.9704
0.8026,0.5674,0.8324,0.832,0.832,0.968,0.9082,0.5672,0.9704
0.8026,0.5674,0.8324,0.8321,0.8321,0.968,0.9083,0.5671,0.9704
0.8026,0.5674,0.8323,0.8319,0.8319,0.968,0.9094,0.5672,0.9704
0.8026,0.5674,0.8324,0.8321,0.8321,0.968,0.9127,0.5671,0.9704
0.8026,0.5674,0.8323,0.8319,0.8319,0.968,0.91,0.5672,0.9704
0.8026,0.5674,0.8324,0.832,0.832,0.968,0.9074,0.5672,0.9704
0.8026,0.5674,0.8324,0.832,0.832,0.968,0.9118,0.5672,0.9704
0.8026,0.5674,0.8324,0.8321,0.8321,0.968,0.9097,0.5671,0.9704
0.8026,0.5674,0.8324,0.832,0.832,0.968,0.9041,0.5672,0.9704
