human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.9203,0.5674,0.8928,0.9195,0.9244,0.497,0.8729,0.998,0.9731,0.8058,0.9003
