human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded,pomc,eamc
0.85875,0.434375,0.856875,0.9427083333333334,0.945625,0.10666666666666667,0.6916666666666667,1.0,0.9927083333333333,0.7597916666666666,0.734375
